customer_id,nationality,customer_type,income_band,loyalty_score,churn_risk_score,brand,model,trim,model_year,engine_type,fuel_type,color,vehicle_price,sale_date,sale_channel,discount_percentage,final_sale_price,payment_type,loan_amount,stock_days,inventory_status,depreciation_rate,mileage,avg_monthly_km,driving_pattern,last_service_date,service_count_last_12_months,avg_service_cost,next_service_due_days,warranty_status,service_revenue_to_date,parts_revenue_to_date,total_customer_lifetime_value
CUST00214,British,Individual,High,87,0.15,Nissan,Patrol,Platinum,2022,Inline-4,Petrol,Black,416875,2022-12-26,Fleet Sales,3,404368.75,Bank Loan,292383,141,Medium-Moving,0.22,8481,1558,Mixed,2023-11-17,4,3157,15,Under Warranty,22305,5283,234976
CUST00215,Indian,Individual,High,43,0.36,BMW,X7,Premium,2022,V6,Hybrid,Gray,141343,2022-03-21,Online,2,138516.14,Lease,52476,38,Fast-Moving,0.1,89134,900,City,2022-10-21,2,2460,45,Under Warranty,4673,13657,152530
CUST00216,Egyptian,Fleet,High,72,0.41,Lexus,RX350,Base,2024,V8,Petrol,Silver,147266,2023-08-07,Fleet Sales,2,144320.68,Cash,112340,10,Medium-Moving,0.2,79330,1552,City,2024-05-17,5,1895,17,Out of Warranty,23600,2987,524734
CUST00217,Qatari,Individual,High,92,0.19,Nissan,Patrol,Platinum,2022,V8,Hybrid,White,362546,2022-12-01,Fleet Sales,0,362546.0,Cash,37377,61,Fast-Moving,0.18,101553,4433,City,2023-04-22,3,2942,16,Under Warranty,4355,5587,495134
CUST00218,Egyptian,Individual,High,56,0.34,Mercedes,E-Class,Platinum,2024,Inline-4,Petrol,Silver,156314,2022-10-05,Fleet Sales,2,153187.72,Lease,30362,19,Medium-Moving,0.15,103216,2646,Highway,2024-06-06,7,2245,56,Out of Warranty,4429,9243,255936
CUST00219,Jordanian,Corporate,High,40,0.12,Mercedes,G-Class,Mid,2023,V6,Hybrid,White,363331,2023-01-11,Fleet Sales,7,337897.83,Lease,262935,26,Medium-Moving,0.17,33972,5254,Mixed,2024-10-08,6,1303,14,Out of Warranty,2477,532,350770
CUST00220,Pakistani,Individual,Medium,53,0.18,Mercedes,G-Class,Platinum,2024,V8,Hybrid,White,162862,2023-02-23,Online,8,149833.04,Bank Loan,114339,143,Slow-Moving,0.12,7780,2386,Highway,2024-01-02,6,3186,87,Under Warranty,8116,653,515245
CUST00221,Pakistani,Individual,Medium,79,0.14,Nissan,Patrol,Premium,2023,Inline-4,Hybrid,White,343527,2023-09-15,Showroom,3,333221.19,Bank Loan,2891,130,Slow-Moving,0.1,110754,3619,Mixed,2024-03-16,8,3084,18,Under Warranty,19423,5794,262007
CUST00222,Qatari,Individual,High,74,0.35,BMW,X5,Base,2021,V6,Petrol,Black,80306,2023-02-16,Fleet Sales,3,77896.82,Bank Loan,46641,12,Medium-Moving,0.24,10353,3949,City,2024-02-20,0,2852,14,Out of Warranty,5932,76,584870
CUST00223,Jordanian,Individual,High,66,0.25,BMW,X5,Premium,2023,V8,Petrol,Black,382937,2022-10-22,Online,6,359960.78,Lease,280887,65,Slow-Moving,0.14,37794,1388,City,2023-03-17,3,2670,98,Out of Warranty,7192,6272,452485
CUST00224,British,Fleet,High,54,0.16,Toyota,Corolla,Mid,2021,V6,Petrol,Gray,301852,2022-11-13,Fleet Sales,0,301852.0,Bank Loan,41122,178,Slow-Moving,0.1,45637,1437,City,2023-01-01,3,1152,111,Out of Warranty,5680,14868,550031
CUST00225,Pakistani,Corporate,High,54,0.15,Toyota,Camry,Mid,2022,V8,Hybrid,Blue,343960,2023-03-30,Online,1,340520.4,Lease,202344,134,Slow-Moving,0.11,53132,1636,Mixed,2023-06-21,3,1660,80,Out of Warranty,7260,7044,476746
CUST00226,British,Fleet,High,83,0.1,Lexus,RX350,Platinum,2022,V6,Petrol,Silver,153383,2024-06-14,Fleet Sales,3,148781.51,Lease,113238,120,Fast-Moving,0.21,58771,2357,Mixed,2025-12-31,4,3128,7,Under Warranty,5283,12339,121658
CUST00227,Qatari,Fleet,Low,73,0.4,Toyota,Corolla,Premium,2021,V6,Hybrid,Silver,441155,2023-04-23,Fleet Sales,5,419097.25,Cash,282164,141,Fast-Moving,0.24,65271,1593,City,2024-12-09,1,2624,29,Under Warranty,468,9821,545522
CUST00228,Pakistani,Fleet,Low,77,0.08,Lexus,LX600,Base,2024,V8,Hybrid,Blue,208423,2023-03-09,Fleet Sales,2,204254.54,Lease,17180,162,Medium-Moving,0.24,106768,2056,City,2024-12-08,8,1779,100,Out of Warranty,24197,835,166831
CUST00229,Pakistani,Fleet,Medium,48,0.36,Toyota,Corolla,Base,2023,Inline-4,Hybrid,White,233006,2023-12-10,Showroom,2,228345.88,Bank Loan,5157,146,Slow-Moving,0.18,88618,5852,Mixed,2025-03-19,2,2233,84,Out of Warranty,1018,10196,349336
CUST00230,Indian,Individual,Low,68,0.19,Toyota,Corolla,Mid,2023,Inline-4,Petrol,White,158812,2024-01-30,Showroom,7,147695.16,Cash,82201,141,Fast-Moving,0.14,113424,5267,Highway,2024-07-12,1,3558,23,Under Warranty,11544,11348,274477
CUST00231,Jordanian,Fleet,Medium,60,0.31,Lexus,RX350,Premium,2023,V6,Petrol,Black,131370,2023-09-13,Online,8,120860.4,Lease,24290,58,Fast-Moving,0.12,86463,635,Highway,2023-11-08,8,2444,36,Under Warranty,12907,12067,452363
CUST00232,Pakistani,Fleet,Medium,40,0.23,Toyota,Land Cruiser,Mid,2021,V8,Hybrid,Black,376504,2023-02-09,Showroom,1,372738.96,Bank Loan,286399,84,Medium-Moving,0.24,62548,5961,Mixed,2023-09-23,1,3534,56,Under Warranty,9333,9586,241525
CUST00233,Egyptian,Individual,Medium,90,0.43,Toyota,Corolla,Premium,2022,V6,Hybrid,Silver,142358,2024-02-10,Fleet Sales,3,138087.26,Lease,11697,108,Medium-Moving,0.09,7215,4740,Highway,2024-05-29,1,2377,46,Under Warranty,23966,8339,410513
CUST00234,Egyptian,Individual,Medium,73,0.24,Nissan,Patrol,Premium,2023,V6,Petrol,Gray,207261,2023-09-09,Showroom,3,201043.17,Cash,65419,91,Medium-Moving,0.25,68125,4198,Highway,2023-11-27,0,2682,11,Under Warranty,16651,13118,168626
CUST00235,British,Individual,Low,88,0.07,Lexus,RX350,Platinum,2023,Inline-4,Hybrid,Black,90756,2022-01-19,Fleet Sales,5,86218.2,Cash,51932,105,Medium-Moving,0.17,14428,3218,Mixed,2023-01-06,3,3022,29,Under Warranty,22180,7772,596189
CUST00236,Pakistani,Individual,Medium,57,0.16,Lexus,RX350,Premium,2024,V6,Petrol,Gray,299700,2022-11-12,Fleet Sales,6,281718.0,Cash,109015,99,Fast-Moving,0.12,31949,931,Highway,2023-10-13,5,3336,16,Under Warranty,13880,1187,456468
CUST00237,Qatari,Fleet,Medium,75,0.07,BMW,X7,Base,2023,V8,Hybrid,White,212177,2024-05-29,Showroom,7,197324.61,Cash,152723,21,Medium-Moving,0.11,75202,5436,City,2026-02-21,7,1270,58,Under Warranty,18071,13349,438731
CUST00238,Pakistani,Individual,Medium,66,0.38,Nissan,Altima,Mid,2022,V8,Petrol,White,163355,2022-03-16,Online,1,161721.45,Cash,83261,121,Slow-Moving,0.23,119657,1286,City,2022-07-05,7,2440,41,Under Warranty,21410,8841,286508
CUST00239,Indian,Fleet,Low,85,0.21,BMW,X5,Base,2022,V6,Petrol,Black,324135,2023-05-29,Showroom,5,307928.25,Cash,63219,164,Medium-Moving,0.21,9579,4827,City,2025-03-28,1,2784,66,Under Warranty,8925,2691,389606
CUST00240,Indian,Fleet,High,47,0.25,Toyota,Camry,Mid,2022,V6,Hybrid,White,307060,2022-08-19,Online,2,300918.8,Bank Loan,94014,10,Slow-Moving,0.12,108847,2961,Mixed,2023-04-18,4,2198,115,Out of Warranty,18791,2137,121953
CUST00241,Indian,Corporate,Medium,93,0.34,BMW,X7,Premium,2021,Inline-4,Petrol,Silver,384591,2022-07-06,Fleet Sales,4,369207.36,Cash,155619,180,Fast-Moving,0.15,33064,1007,Highway,2023-06-27,4,3891,85,Out of Warranty,12405,5342,441407
CUST00242,Indian,Corporate,Low,41,0.13,BMW,X7,Base,2022,Inline-4,Petrol,White,221809,2023-04-28,Showroom,3,215154.73,Cash,61458,80,Fast-Moving,0.11,97302,4800,City,2025-02-10,2,3859,67,Out of Warranty,3229,10988,322404
CUST00243,Egyptian,Individual,Medium,54,0.18,BMW,X5,Premium,2023,V6,Petrol,Gray,318145,2023-03-16,Fleet Sales,3,308600.65,Cash,217350,76,Slow-Moving,0.15,99195,4388,Highway,2024-02-15,6,2922,41,Out of Warranty,23947,7554,395637
CUST00244,Pakistani,Corporate,Medium,66,0.08,Toyota,Corolla,Platinum,2022,V8,Petrol,Gray,160899,2023-10-27,Fleet Sales,8,148027.08,Cash,18756,86,Medium-Moving,0.13,17595,1440,City,2023-11-26,6,3943,102,Out of Warranty,12403,7132,541634
CUST00245,Qatari,Individual,High,55,0.15,Lexus,LX600,Base,2023,V8,Petrol,Blue,319747,2022-11-08,Fleet Sales,2,313352.06,Cash,96230,146,Slow-Moving,0.16,111334,4590,City,2023-12-26,0,2440,41,Out of Warranty,3193,14355,90313
CUST00246,Indian,Corporate,High,87,0.4,Lexus,LX600,Premium,2024,V8,Hybrid,White,125722,2023-12-13,Online,6,118178.68,Lease,8496,124,Fast-Moving,0.13,45152,700,City,2025-06-24,2,2294,85,Under Warranty,18344,11366,188688
CUST00247,Jordanian,Corporate,Medium,45,0.06,BMW,X5,Premium,2021,V6,Petrol,Gray,271881,2023-12-11,Showroom,5,258286.95,Bank Loan,6916,12,Slow-Moving,0.21,89542,5059,Mixed,2024-09-09,3,3404,13,Out of Warranty,18197,7839,480809
CUST00248,Pakistani,Individual,Medium,62,0.24,BMW,X5,Base,2022,V8,Petrol,Blue,230521,2023-03-18,Online,1,228215.79,Bank Loan,8359,157,Medium-Moving,0.18,62309,800,City,2023-06-29,4,3839,35,Out of Warranty,19031,14229,564430
CUST00249,Jordanian,Individual,Low,60,0.16,Nissan,Patrol,Platinum,2022,Inline-4,Petrol,Gray,448242,2022-11-25,Fleet Sales,1,443759.58,Bank Loan,53174,26,Medium-Moving,0.2,50867,833,Mixed,2024-10-25,8,1465,17,Out of Warranty,6946,5660,528596
CUST00250,Filipino,Fleet,High,63,0.44,Mercedes,G-Class,Base,2021,V8,Hybrid,Silver,223694,2022-12-24,Fleet Sales,0,223694.0,Lease,34827,178,Fast-Moving,0.13,22129,5161,Highway,2023-09-08,7,2444,78,Out of Warranty,13817,10413,418120
CUST00251,Filipino,Corporate,Medium,93,0.17,BMW,X7,Mid,2022,V6,Hybrid,Silver,142485,2023-02-14,Showroom,0,142485.0,Lease,47254,149,Fast-Moving,0.16,77820,4107,Mixed,2024-10-26,3,3048,13,Under Warranty,14486,12725,286134
CUST00252,Qatari,Fleet,Medium,97,0.11,Mercedes,E-Class,Premium,2024,V6,Petrol,Silver,207958,2023-02-11,Fleet Sales,0,207958.0,Bank Loan,5123,10,Fast-Moving,0.11,33792,3370,Mixed,2024-01-30,2,3144,104,Under Warranty,5627,7963,473859
CUST00253,Qatari,Fleet,Low,46,0.12,Nissan,Altima,Platinum,2022,Inline-4,Petrol,Blue,161691,2023-05-12,Online,2,158457.18,Bank Loan,27869,16,Slow-Moving,0.1,40372,2240,Mixed,2024-04-25,5,3113,14,Under Warranty,16385,7229,108671
CUST00254,Indian,Corporate,Low,74,0.22,Nissan,Patrol,Base,2023,Inline-4,Hybrid,Black,231707,2022-12-03,Fleet Sales,0,231707.0,Lease,74896,135,Fast-Moving,0.19,41655,1657,Mixed,2023-03-06,8,1765,92,Under Warranty,8417,5006,411379
CUST00255,Pakistani,Individual,Low,96,0.36,Toyota,Corolla,Platinum,2024,V6,Hybrid,Gray,379545,2022-02-17,Showroom,7,352976.85,Lease,198657,83,Fast-Moving,0.1,37153,4487,Highway,2022-04-22,3,3988,65,Under Warranty,2634,14820,186558
CUST00256,British,Corporate,Medium,62,0.22,Toyota,Corolla,Mid,2022,V8,Petrol,Black,345178,2023-07-07,Fleet Sales,0,345178.0,Bank Loan,69994,105,Fast-Moving,0.17,69716,4129,Mixed,2023-08-12,6,1328,76,Under Warranty,21603,13542,348830
CUST00257,Jordanian,Corporate,Low,98,0.31,Lexus,RX350,Mid,2024,V6,Hybrid,Silver,294251,2023-09-29,Showroom,4,282480.96,Cash,72708,46,Slow-Moving,0.13,92142,600,Mixed,2024-02-05,8,2736,52,Under Warranty,21628,14489,165500
CUST00258,Filipino,Fleet,Low,58,0.13,Toyota,Corolla,Mid,2023,V8,Hybrid,Silver,209763,2023-05-02,Fleet Sales,1,207665.37,Bank Loan,11408,49,Slow-Moving,0.2,29859,3231,Highway,2023-07-28,1,2620,13,Out of Warranty,11948,8506,360761
CUST00259,British,Individual,Medium,54,0.33,BMW,X7,Premium,2023,Inline-4,Hybrid,Gray,359377,2022-06-23,Fleet Sales,1,355783.23,Lease,141353,58,Fast-Moving,0.09,6435,4982,Highway,2023-03-23,8,1287,119,Out of Warranty,9624,113,188798
CUST00260,Indian,Fleet,Medium,51,0.44,BMW,X7,Premium,2022,V6,Petrol,Blue,108205,2023-09-19,Showroom,3,104958.85,Bank Loan,61665,72,Medium-Moving,0.2,65182,4517,City,2024-03-31,2,2287,66,Out of Warranty,5946,6391,262307
CUST00261,Filipino,Corporate,Medium,62,0.27,Nissan,Altima,Mid,2024,V6,Petrol,Gray,327338,2023-04-15,Showroom,1,324064.62,Bank Loan,250492,147,Medium-Moving,0.16,45086,4808,City,2023-08-03,6,1559,90,Under Warranty,21204,10545,510850
CUST00262,Pakistani,Corporate,Low,58,0.23,Nissan,Altima,Platinum,2021,V6,Hybrid,Blue,346708,2024-02-18,Fleet Sales,2,339773.84,Cash,188847,122,Slow-Moving,0.2,95059,3861,Mixed,2025-12-10,3,1703,81,Out of Warranty,7100,7280,242212
CUST00263,Egyptian,Individual,Medium,59,0.4,Nissan,Patrol,Premium,2022,Inline-4,Hybrid,Gray,112759,2023-06-21,Showroom,5,107121.05,Lease,21185,90,Slow-Moving,0.23,42312,682,City,2024-05-10,3,3605,94,Out of Warranty,15313,10386,283732
CUST00264,Jordanian,Individual,High,61,0.37,Toyota,Land Cruiser,Premium,2022,V8,Hybrid,White,395183,2022-05-09,Showroom,8,363568.36,Lease,231615,177,Medium-Moving,0.16,93592,1951,Highway,2023-04-16,7,2027,84,Out of Warranty,10673,9549,299724
CUST00265,Egyptian,Individual,Medium,68,0.1,BMW,X7,Mid,2021,V8,Hybrid,White,446558,2022-05-06,Fleet Sales,4,428695.68,Lease,190779,91,Fast-Moving,0.1,77697,1132,Highway,2023-02-16,2,3290,44,Under Warranty,23822,209,361559
CUST00266,Filipino,Corporate,Low,76,0.12,Toyota,Corolla,Platinum,2021,Inline-4,Hybrid,Black,154292,2022-08-26,Fleet Sales,2,151206.16,Lease,54403,14,Slow-Moving,0.23,29306,4509,Mixed,2023-12-04,4,2161,92,Under Warranty,12899,3563,515706
CUST00267,Qatari,Individual,Low,57,0.27,Lexus,LX600,Platinum,2022,V6,Hybrid,Black,234890,2024-01-18,Online,0,234890.0,Cash,39378,151,Medium-Moving,0.19,110781,960,City,2025-07-06,4,2142,99,Out of Warranty,10229,10978,174174
CUST00268,Egyptian,Fleet,Low,77,0.41,Mercedes,E-Class,Mid,2023,Inline-4,Petrol,Gray,412844,2022-01-21,Online,1,408715.56,Lease,117656,21,Slow-Moving,0.13,15197,4204,Highway,2023-07-18,6,828,119,Out of Warranty,21571,12486,150811
CUST00269,Pakistani,Fleet,High,96,0.38,BMW,X5,Mid,2023,Inline-4,Petrol,Blue,402858,2023-03-30,Fleet Sales,8,370629.36,Bank Loan,153852,101,Fast-Moving,0.1,17010,2938,City,2024-10-21,5,1386,55,Out of Warranty,1044,10742,113458
CUST00270,Qatari,Individual,Low,55,0.1,BMW,X7,Base,2023,V6,Hybrid,White,290653,2024-03-01,Online,1,287746.47,Bank Loan,152972,80,Fast-Moving,0.22,56721,3966,City,2025-02-26,4,1047,78,Out of Warranty,4414,12977,585377
CUST00271,British,Corporate,Medium,96,0.26,Mercedes,E-Class,Platinum,2021,V8,Petrol,Black,292189,2023-01-29,Showroom,6,274657.66,Bank Loan,106201,41,Medium-Moving,0.17,109162,1303,Highway,2024-09-09,8,3990,95,Under Warranty,3500,1639,122182
CUST00272,Egyptian,Fleet,Medium,46,0.4,BMW,X7,Premium,2024,V8,Hybrid,White,226819,2023-12-21,Showroom,1,224550.81,Lease,52536,110,Medium-Moving,0.25,48324,1347,Highway,2025-08-22,5,3052,80,Out of Warranty,18851,5133,165693
CUST00273,Filipino,Individual,High,67,0.16,Lexus,LX600,Platinum,2022,Inline-4,Petrol,Silver,217303,2022-10-12,Fleet Sales,8,199918.76,Cash,50497,153,Fast-Moving,0.21,41385,5806,Highway,2023-08-13,4,3618,117,Under Warranty,21342,12857,518800
CUST00274,Egyptian,Individual,Medium,96,0.29,Nissan,Patrol,Platinum,2022,Inline-4,Hybrid,Gray,275549,2022-08-03,Online,1,272793.51,Cash,46343,14,Slow-Moving,0.08,36384,5995,Mixed,2023-05-27,5,1898,108,Out of Warranty,16941,14053,102008
CUST00275,Filipino,Individual,Medium,43,0.31,Mercedes,E-Class,Mid,2022,V8,Hybrid,Black,167756,2023-11-01,Showroom,3,162723.32,Bank Loan,33134,130,Fast-Moving,0.25,68292,1277,Highway,2025-07-19,2,3760,110,Out of Warranty,7245,14557,196473
CUST00276,Filipino,Individual,Medium,48,0.09,BMW,X7,Premium,2022,V6,Petrol,Silver,227178,2023-03-06,Showroom,4,218090.88,Cash,144719,43,Fast-Moving,0.17,73687,556,Mixed,2023-08-06,0,3301,57,Out of Warranty,20436,12001,417279
CUST00277,Pakistani,Individual,High,75,0.38,Nissan,Altima,Platinum,2021,Inline-4,Petrol,Gray,193751,2024-02-28,Showroom,1,191813.49,Cash,108841,29,Medium-Moving,0.21,56676,1962,Mixed,2025-01-14,3,3708,56,Under Warranty,20763,13491,209817
CUST00278,Filipino,Corporate,High,58,0.35,Mercedes,G-Class,Base,2021,V6,Hybrid,Blue,196355,2022-01-21,Fleet Sales,2,192427.9,Lease,50496,23,Fast-Moving,0.11,79308,4882,City,2023-03-23,6,1986,60,Out of Warranty,9734,10780,538860
CUST00279,Egyptian,Fleet,High,62,0.09,Toyota,Camry,Premium,2022,Inline-4,Petrol,White,394671,2022-02-05,Fleet Sales,1,390724.29,Cash,288445,105,Fast-Moving,0.17,89793,4645,City,2022-07-07,2,3276,90,Out of Warranty,14660,10167,255790
CUST00280,Egyptian,Corporate,Medium,77,0.14,Toyota,Camry,Premium,2024,V8,Hybrid,Gray,436991,2022-01-06,Fleet Sales,4,419511.36,Cash,34290,164,Fast-Moving,0.21,46487,3906,Mixed,2023-06-28,3,3503,13,Under Warranty,11420,5918,470279
CUST00281,Jordanian,Fleet,High,74,0.36,Toyota,Land Cruiser,Base,2023,V8,Petrol,Silver,448488,2023-05-06,Fleet Sales,8,412608.96,Bank Loan,23683,76,Slow-Moving,0.13,97712,731,Highway,2024-05-28,6,1943,17,Out of Warranty,11128,2133,146630
CUST00282,Egyptian,Individual,High,63,0.24,Toyota,Corolla,Mid,2022,Inline-4,Petrol,Gray,183735,2023-12-07,Online,8,169036.2,Cash,89576,37,Medium-Moving,0.2,93509,4192,City,2025-07-01,7,1896,92,Under Warranty,7181,14530,179740
CUST00283,Jordanian,Fleet,Low,58,0.07,Nissan,Altima,Mid,2022,V8,Petrol,Black,400218,2023-08-21,Showroom,1,396215.82,Bank Loan,312685,91,Fast-Moving,0.14,73400,1621,City,2024-04-07,2,3907,31,Under Warranty,7920,11261,594527
CUST00284,British,Corporate,Low,47,0.42,Toyota,Land Cruiser,Base,2022,V6,Hybrid,Silver,116240,2023-03-02,Online,0,116240.0,Lease,18372,42,Slow-Moving,0.15,104018,4129,City,2023-04-19,7,3376,62,Out of Warranty,5267,303,159445
CUST00285,Qatari,Corporate,Medium,78,0.2,Toyota,Corolla,Mid,2021,V6,Hybrid,White,158151,2024-06-02,Online,5,150243.45,Lease,48573,33,Medium-Moving,0.15,99462,3502,City,2024-08-17,4,3985,102,Under Warranty,23243,4727,359920
CUST00286,Indian,Fleet,Medium,93,0.44,Nissan,Altima,Platinum,2022,Inline-4,Petrol,Blue,320004,2023-11-29,Online,8,294403.68,Bank Loan,180667,20,Fast-Moving,0.12,61379,4420,Mixed,2025-01-28,1,3851,43,Under Warranty,704,6345,556375
CUST00287,British,Individual,Medium,91,0.32,BMW,X7,Premium,2023,Inline-4,Petrol,Gray,251717,2024-05-29,Fleet Sales,4,241648.32,Cash,39587,130,Slow-Moving,0.08,112527,4450,City,2026-04-23,1,2386,86,Under Warranty,14025,12219,251215
CUST00288,Jordanian,Individual,Low,75,0.37,Toyota,Corolla,Mid,2021,V6,Petrol,White,175497,2022-08-16,Online,4,168477.12,Cash,50748,99,Medium-Moving,0.25,81914,4521,Highway,2023-03-14,1,1550,74,Out of Warranty,4517,1756,171026
CUST00289,Jordanian,Corporate,Low,53,0.09,Mercedes,G-Class,Premium,2022,V8,Petrol,Gray,330885,2023-12-03,Fleet Sales,4,317649.6,Bank Loan,84327,134,Medium-Moving,0.08,80789,3235,City,2024-04-04,4,3590,72,Out of Warranty,17626,3616,312076
CUST00290,Egyptian,Corporate,High,90,0.34,BMW,X5,Base,2024,Inline-4,Hybrid,Gray,200701,2024-01-03,Showroom,3,194679.97,Bank Loan,66256,41,Fast-Moving,0.16,20891,4702,City,2024-09-25,6,3949,30,Out of Warranty,3987,7670,172616
CUST00291,Egyptian,Individual,High,50,0.38,Nissan,Patrol,Base,2021,Inline-4,Hybrid,Black,230139,2023-09-16,Fleet Sales,0,230139.0,Bank Loan,64358,83,Fast-Moving,0.13,12775,3844,Mixed,2024-10-24,4,1040,41,Under Warranty,3790,11906,205877
CUST00292,Qatari,Fleet,Low,55,0.44,Lexus,RX350,Mid,2023,V6,Hybrid,Silver,337752,2024-02-13,Online,2,330996.96,Bank Loan,56830,118,Slow-Moving,0.09,50801,1487,Mixed,2025-09-18,0,1134,10,Under Warranty,7871,10976,141470
CUST00293,Indian,Corporate,Low,52,0.41,Toyota,Land Cruiser,Base,2022,V6,Hybrid,White,338896,2022-07-25,Fleet Sales,2,332118.08,Lease,249998,53,Fast-Moving,0.1,28225,2740,City,2023-10-19,2,1417,30,Out of Warranty,21033,3786,407509
CUST00294,Jordanian,Individual,Medium,43,0.08,Nissan,Patrol,Premium,2023,V8,Hybrid,White,248640,2023-04-27,Showroom,0,248640.0,Cash,34497,101,Medium-Moving,0.18,12002,4925,Mixed,2025-01-25,5,937,96,Out of Warranty,3759,5363,253508
CUST00295,Jordanian,Fleet,High,49,0.41,Mercedes,E-Class,Mid,2022,Inline-4,Petrol,Black,427669,2022-01-02,Showroom,8,393455.48,Cash,174269,63,Slow-Moving,0.18,87997,5131,City,2023-04-04,8,2756,65,Under Warranty,9540,13415,134403
CUST00296,Qatari,Corporate,Low,74,0.43,Mercedes,E-Class,Mid,2024,V8,Petrol,Silver,82723,2023-06-11,Fleet Sales,0,82723.0,Bank Loan,42571,168,Fast-Moving,0.21,57876,3187,City,2025-03-06,8,2467,50,Under Warranty,23981,7224,224938
CUST00297,Egyptian,Fleet,Medium,91,0.3,Mercedes,G-Class,Base,2021,V6,Hybrid,Silver,208888,2023-12-02,Fleet Sales,8,192176.96,Bank Loan,120340,61,Medium-Moving,0.25,113455,4400,Mixed,2025-02-22,7,1905,119,Out of Warranty,15841,8765,184732
CUST00298,Indian,Individual,Medium,70,0.3,Lexus,LX600,Base,2021,V6,Hybrid,Silver,297266,2022-08-30,Fleet Sales,2,291320.68,Lease,139945,164,Slow-Moving,0.23,119980,1941,City,2023-11-09,0,1099,8,Out of Warranty,22086,12547,538840
CUST00299,Indian,Fleet,High,62,0.42,Nissan,Altima,Premium,2023,V8,Petrol,Blue,237602,2023-08-11,Fleet Sales,1,235225.98,Cash,141191,78,Fast-Moving,0.22,107057,2417,Mixed,2024-01-20,8,2416,28,Under Warranty,2286,2542,401040
CUST00300,Indian,Fleet,Low,99,0.15,Mercedes,E-Class,Mid,2023,V6,Hybrid,White,291524,2023-01-05,Fleet Sales,1,288608.76,Cash,23525,112,Medium-Moving,0.2,59326,1492,City,2023-05-09,4,1895,8,Out of Warranty,10998,1080,500360
CUST00301,Egyptian,Individual,Medium,63,0.15,Toyota,Corolla,Platinum,2021,V6,Petrol,White,410923,2023-11-15,Online,1,406813.77,Bank Loan,56190,49,Fast-Moving,0.13,104960,5031,Highway,2024-06-10,6,851,104,Out of Warranty,10845,1425,595522
CUST00302,British,Fleet,Low,72,0.12,Nissan,Patrol,Mid,2022,Inline-4,Petrol,Blue,269079,2022-03-03,Fleet Sales,4,258315.84,Cash,125952,68,Slow-Moving,0.21,39570,3877,Mixed,2022-05-22,0,2761,86,Out of Warranty,16651,6844,323255
CUST00303,Egyptian,Fleet,High,58,0.42,Lexus,LX600,Platinum,2024,V6,Hybrid,Gray,182264,2024-06-17,Fleet Sales,4,174973.44,Bank Loan,95504,68,Medium-Moving,0.17,89874,561,Mixed,2026-02-13,8,1853,11,Under Warranty,24738,9620,355848
CUST00304,British,Fleet,High,41,0.09,Toyota,Land Cruiser,Mid,2021,V8,Petrol,White,246265,2022-01-04,Showroom,8,226563.8,Lease,146484,11,Fast-Moving,0.23,108995,3387,Highway,2022-10-09,6,866,17,Out of Warranty,22139,11499,585302
CUST00305,Indian,Corporate,High,47,0.4,Lexus,LX600,Mid,2024,Inline-4,Hybrid,Black,162515,2023-05-26,Online,1,160889.85,Bank Loan,22420,115,Fast-Moving,0.15,67659,1083,Highway,2025-01-19,0,3082,5,Under Warranty,22418,8753,231541
CUST00306,Jordanian,Fleet,Medium,90,0.23,Mercedes,G-Class,Premium,2023,Inline-4,Petrol,Gray,240594,2024-01-30,Fleet Sales,6,226158.36,Lease,122463,179,Slow-Moving,0.14,114011,5878,Highway,2024-09-18,8,1479,118,Out of Warranty,10484,9396,340357
CUST00307,Indian,Individual,High,74,0.33,Mercedes,E-Class,Premium,2024,V8,Petrol,Gray,241704,2023-08-17,Fleet Sales,8,222367.68,Bank Loan,70907,40,Fast-Moving,0.13,110711,580,Highway,2024-01-25,6,2307,84,Out of Warranty,4126,3096,140982
CUST00308,Indian,Fleet,Medium,87,0.22,Mercedes,G-Class,Premium,2024,V6,Hybrid,White,327124,2023-06-30,Showroom,4,314039.04,Cash,112227,63,Slow-Moving,0.19,16896,5153,Highway,2023-11-12,6,1602,54,Out of Warranty,4311,2317,211717
CUST00309,Filipino,Corporate,Medium,40,0.17,Mercedes,G-Class,Platinum,2021,Inline-4,Petrol,Black,448075,2023-07-12,Showroom,4,430152.0,Cash,138033,95,Medium-Moving,0.19,37357,2281,Mixed,2024-03-06,5,962,50,Under Warranty,12559,7720,273171
CUST00310,British,Individual,High,77,0.18,Toyota,Land Cruiser,Premium,2021,Inline-4,Hybrid,Gray,309903,2024-03-12,Fleet Sales,8,285110.76,Bank Loan,179411,136,Medium-Moving,0.18,53098,3462,City,2025-05-30,3,3076,99,Under Warranty,24059,8148,395557
CUST00311,Jordanian,Individual,Medium,50,0.06,Toyota,Camry,Mid,2022,V8,Hybrid,Blue,354273,2023-04-17,Online,4,340102.08,Lease,92918,17,Slow-Moving,0.19,37551,1682,City,2024-04-06,6,1536,70,Out of Warranty,3605,9013,155293
CUST00312,Jordanian,Corporate,Medium,89,0.17,Nissan,Altima,Mid,2024,V8,Petrol,Silver,188448,2023-11-15,Showroom,4,180910.08,Bank Loan,32362,52,Medium-Moving,0.09,87369,1997,Highway,2024-02-25,6,1956,101,Out of Warranty,11539,7360,418370
