customer_id,nationality,customer_type,income_band,loyalty_score,churn_risk_score,brand,model,trim,model_year,engine_type,fuel_type,color,vehicle_price,sale_date,sale_channel,discount_percentage,final_sale_price,payment_type,loan_amount,stock_days,inventory_status,depreciation_rate,mileage,avg_monthly_km,driving_pattern,last_service_date,service_count_last_12_months,avg_service_cost,next_service_due_days,warranty_status,service_revenue_to_date,parts_revenue_to_date,total_customer_lifetime_value,year,car_price_qar,monthly_sales,dealer_rating,promotion_active,transmission,market_demand_index,maintenance_cost_qar,sale_month,sale_year,auto_loan_interest_rate,financing_subsidy_index,petrol_price_per_liter,diesel_price_per_liter,electricity_tariff_kwh,fuel_price_trend_flag,oem_supply_constraint_index,shipping_lead_time_days,model_supply_cap_flag,competitor_price_index,competitor_discount_intensity,new_competitor_launch_flag,ramadan_eid_flag,year_end_promo_flag,model_year_changeover_flag,public_holiday_flag,used_car_price_index,trade_in_value_index,auction_clearance_rate,avg_temperature_celsius,extreme_heat_days,sandstorm_frequency,rainfall_mm
CUST06996,British,Individual,Medium,57,0.06,Lexus,RX350,Platinum,2022,Inline-4,Hybrid,Silver,198237,2022-08-24,Fleet Sales,3,192289.89,Bank Loan,32480,78,Medium-Moving,0.21,22091,2882,City,2023-05-03,2,2848,117,Under Warranty,362,10421,264762,2018,205799,26,3.9,0,Automatic,1.13,1996,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST07053,Jordanian,Corporate,Low,47,0.08,Toyota,Camry,Platinum,2023,V6,Hybrid,Silver,82584,2024-06-13,Online,3,80106.48,Bank Loan,12985,108,Fast-Moving,0.21,58670,4269,Highway,2026-01-24,6,3190,97,Out of Warranty,5655,7395,565285,2024,170673,39,4.8,0,Automatic,0.69,7743,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST07275,British,Individual,High,85,0.28,BMW,X5,Premium,2021,V6,Diesel,Gray,88967,2024-05-01,Fleet Sales,0,88967.0,Lease,4645,142,Fast-Moving,0.1,47986,5531,Highway,2024-10-06,1,2624,40,Under Warranty,7844,2864,145901,2024,167053,1,3.7,0,Automatic,0.86,8345,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST07400,Indian,Corporate,Low,91,0.45,Nissan,Altima,Mid,2022,V8,Hybrid,Silver,127809,2023-11-12,Showroom,6,120140.46,Cash,24981,145,Slow-Moving,0.19,51762,4287,City,2025-04-14,4,961,68,Under Warranty,11177,10330,225761,2016,38659,28,3.8,0,Automatic,1.03,4383,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST07439,Pakistani,Corporate,High,45,0.44,Lexus,LX600,Premium,2023,Inline-4,Hybrid,Black,407576,2024-02-12,Online,3,395348.72,Lease,77319,164,Medium-Moving,0.13,12777,1899,City,2025-07-10,8,3144,117,Out of Warranty,20830,8606,179984,2024,70546,36,4.1,0,Manual,0.9,2616,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST07473,Indian,Individual,Low,80,0.42,Lexus,LX600,Mid,2022,V6,Hybrid,Black,123019,2023-04-25,Fleet Sales,0,123019.0,Cash,36643,13,Slow-Moving,0.19,41289,1443,Mixed,2024-05-16,0,3701,57,Out of Warranty,23343,11927,352458,2024,168542,7,3.9,1,Automatic,1.27,6103,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST07666,Egyptian,Corporate,Medium,60,0.29,Nissan,Patrol,Platinum,2023,Inline-4,Petrol,Gray,105031,2022-02-12,Showroom,8,96628.52,Bank Loan,50948,131,Fast-Moving,0.2,105032,1697,City,2023-09-06,7,1278,93,Out of Warranty,3511,10757,500197,2024,210272,15,4.9,1,Manual,0.81,3176,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST07671,Jordanian,Corporate,Low,74,0.13,Toyota,Camry,Premium,2024,Inline-4,Petrol,Gray,165581,2022-03-02,Showroom,0,165581.0,Bank Loan,104043,98,Fast-Moving,0.25,108187,985,Highway,2022-11-03,5,3890,7,Out of Warranty,23032,12948,218439,2020,262249,36,4.6,1,Automatic,1.14,2300,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST07766,Jordanian,Corporate,High,49,0.18,BMW,X5,Premium,2023,Inline-4,Hybrid,Gray,234934,2024-05-12,Showroom,8,216139.28,Lease,44745,126,Medium-Moving,0.16,57176,2983,City,2026-01-07,8,2453,10,Under Warranty,21091,661,571189,2025,51489,2,4.3,1,Automatic,1.27,3847,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST07787,Indian,Fleet,Low,95,0.23,BMW,X5,Platinum,2022,V8,Electric,White,307422,2022-08-08,Showroom,3,298199.34,Cash,159681,124,Fast-Moving,0.13,72136,3668,City,2023-04-13,7,2911,101,Under Warranty,12857,10502,187060,2018,299250,16,3.7,0,Manual,0.63,7795,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST07796,Jordanian,Fleet,Low,67,0.3,Mercedes,G-Class,Mid,2021,V6,Hybrid,White,421724,2022-08-20,Online,7,392203.32,Cash,309841,150,Fast-Moving,0.12,17176,624,Mixed,2024-06-27,3,2371,94,Out of Warranty,4871,3381,200794,2019,259045,16,4.9,1,Manual,1.28,2001,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST07814,British,Fleet,High,62,0.42,BMW,X5,Base,2023,V8,Electric,Silver,338962,2024-04-15,Fleet Sales,6,318624.28,Cash,212214,80,Fast-Moving,0.24,112762,3508,Mixed,2025-04-02,4,910,21,Out of Warranty,17783,6307,127931,2017,289268,19,3.6,1,Automatic,1.02,4247,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST07829,Pakistani,Individual,Low,87,0.19,Lexus,RX350,Premium,2024,V8,Electric,Silver,88868,2024-05-26,Online,5,84424.6,Cash,27176,98,Slow-Moving,0.11,5901,5577,City,2025-09-14,6,3861,65,Under Warranty,15598,13108,496087,2016,236984,22,4.0,0,Automatic,1.24,7087,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST07915,Filipino,Fleet,Medium,81,0.07,Mercedes,G-Class,Base,2021,Inline-4,Electric,White,189021,2022-11-17,Fleet Sales,2,185240.58,Bank Loan,128590,45,Slow-Moving,0.21,48331,5654,City,2023-07-21,4,2912,30,Out of Warranty,14346,4300,228363,2017,99557,38,4.3,1,Automatic,0.72,2032,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST07938,Indian,Corporate,Low,87,0.33,Lexus,LX600,Base,2024,Inline-4,Diesel,White,318644,2022-01-31,Showroom,0,318644.0,Lease,19043,72,Medium-Moving,0.14,73140,1005,City,2022-05-30,0,3037,93,Under Warranty,24227,1167,427076,2018,212878,33,3.8,1,Automatic,0.85,5431,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST07945,Filipino,Fleet,High,78,0.09,Lexus,LX600,Base,2021,Inline-4,Petrol,White,175298,2023-09-05,Online,3,170039.06,Bank Loan,8208,84,Slow-Moving,0.14,47709,569,Mixed,2024-05-24,8,2583,31,Out of Warranty,13111,9555,343441,2017,169035,39,4.7,1,Automatic,0.72,1606,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST08010,Qatari,Individual,High,87,0.44,Toyota,Land Cruiser,Platinum,2023,V8,Electric,Silver,149876,2023-03-22,Fleet Sales,8,137885.92,Cash,46614,43,Medium-Moving,0.1,58884,2511,City,2025-01-10,0,1913,28,Under Warranty,4295,7050,580870,2022,302074,10,3.8,1,Automatic,0.9,1601,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST08041,Egyptian,Individual,High,65,0.07,Lexus,RX350,Premium,2021,V8,Electric,Gray,246697,2024-02-27,Fleet Sales,3,239296.09,Bank Loan,119460,21,Medium-Moving,0.11,53000,4763,Mixed,2025-09-26,8,3379,116,Out of Warranty,4664,12293,518191,2023,179408,20,4.9,0,Manual,1.09,2216,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST08053,Qatari,Individual,Medium,62,0.33,BMW,X7,Platinum,2023,Inline-4,Electric,Blue,150673,2023-04-21,Showroom,3,146152.81,Bank Loan,92026,52,Slow-Moving,0.12,61954,5250,Mixed,2024-07-23,4,1642,60,Under Warranty,13905,4836,198261,2016,272841,43,3.7,0,Automatic,0.66,4619,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST08123,Qatari,Individual,Medium,62,0.29,Nissan,Patrol,Platinum,2021,V8,Electric,Silver,191255,2022-01-30,Online,1,189342.45,Lease,61703,117,Slow-Moving,0.2,56503,1125,Mixed,2022-11-09,1,1960,102,Out of Warranty,7823,5319,126763,2025,340983,36,4.9,0,Automatic,1.23,2980,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST08151,Qatari,Fleet,Medium,74,0.13,Mercedes,E-Class,Base,2021,V6,Electric,Silver,223476,2023-03-29,Fleet Sales,5,212302.2,Cash,153827,86,Fast-Moving,0.18,61852,4420,Highway,2024-10-02,1,3913,114,Under Warranty,24938,8678,506479,2018,222460,38,4.8,0,Automatic,0.76,955,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST08195,Egyptian,Corporate,Medium,65,0.39,Lexus,RX350,Base,2024,V6,Petrol,Blue,306435,2023-12-30,Showroom,4,294177.6,Bank Loan,122075,161,Slow-Moving,0.14,51202,5982,Mixed,2024-01-29,5,3981,23,Out of Warranty,17251,8702,303676,2023,235981,35,5.0,1,Automatic,1.23,8772,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST08551,Egyptian,Corporate,Medium,58,0.1,BMW,X7,Mid,2021,Inline-4,Petrol,Blue,307779,2023-01-23,Fleet Sales,4,295467.84,Bank Loan,136555,121,Fast-Moving,0.15,71683,4910,Highway,2024-10-07,2,1457,92,Out of Warranty,6183,6423,244614,2018,253735,4,4.0,0,Automatic,0.66,8051,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST08744,Egyptian,Corporate,High,93,0.11,Lexus,LX600,Mid,2023,V8,Hybrid,Gray,317672,2023-11-16,Online,5,301788.4,Lease,36120,99,Medium-Moving,0.19,100281,837,City,2025-01-12,8,1477,53,Under Warranty,5426,13466,109376,2021,118035,20,4.8,0,Automatic,1.02,1426,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST08804,Pakistani,Individual,High,81,0.44,Mercedes,G-Class,Mid,2022,V6,Diesel,Gray,427975,2024-05-27,Fleet Sales,5,406576.25,Bank Loan,150139,112,Slow-Moving,0.09,111158,2608,Highway,2025-11-10,4,2516,104,Under Warranty,9404,10877,104896,2016,342455,36,4.8,1,Automatic,0.6,7532,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST08990,British,Corporate,Low,64,0.22,Toyota,Corolla,Platinum,2022,V6,Petrol,Gray,219726,2022-05-30,Online,5,208739.7,Cash,22267,99,Slow-Moving,0.24,50122,2798,City,2024-03-01,6,2904,12,Out of Warranty,5389,11785,158559,2023,300121,20,4.8,1,Automatic,1.24,4091,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST09127,Indian,Fleet,High,80,0.22,Mercedes,G-Class,Base,2021,Inline-4,Hybrid,White,148750,2022-04-27,Showroom,3,144287.5,Cash,30460,73,Fast-Moving,0.24,69879,1117,Highway,2022-12-31,4,1403,85,Under Warranty,8715,9656,398578,2025,343673,16,4.8,0,Automatic,0.98,2629,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST09131,Indian,Fleet,Low,75,0.29,Nissan,Altima,Base,2021,V6,Petrol,Silver,275081,2023-12-27,Fleet Sales,8,253074.52,Lease,42836,151,Fast-Moving,0.18,49519,1936,City,2025-07-20,3,2421,103,Out of Warranty,19317,13886,333467,2021,155883,42,4.5,1,Automatic,0.83,7960,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST09377,Egyptian,Individual,Medium,67,0.19,Mercedes,G-Class,Base,2023,V6,Hybrid,Blue,95273,2023-11-11,Showroom,8,87651.16,Bank Loan,1982,165,Slow-Moving,0.15,42905,4629,Highway,2025-04-02,3,2579,68,Out of Warranty,15668,14791,198128,2023,57036,36,3.5,0,Automatic,0.75,2976,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST09383,Jordanian,Corporate,High,94,0.2,BMW,X7,Mid,2023,V8,Hybrid,Silver,448838,2023-10-07,Online,5,426396.1,Lease,129965,93,Fast-Moving,0.13,106473,1202,City,2024-11-17,3,2885,45,Out of Warranty,14114,6076,216776,2019,315130,15,4.2,0,Automatic,0.95,4232,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST09452,Filipino,Fleet,Low,95,0.28,BMW,X5,Platinum,2023,Inline-4,Diesel,Blue,425650,2022-08-30,Online,2,417137.0,Lease,169188,79,Slow-Moving,0.11,8497,3245,City,2022-11-25,8,1096,88,Under Warranty,23346,561,222598,2025,306277,22,3.8,0,Automatic,1.16,3218,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST09514,British,Fleet,High,68,0.12,Mercedes,E-Class,Mid,2022,Inline-4,Diesel,White,132622,2023-07-10,Online,1,131295.78,Cash,71060,161,Medium-Moving,0.09,27364,986,City,2025-03-17,6,1697,70,Out of Warranty,5586,11671,573275,2020,55497,41,3.5,0,Automatic,1.26,1096,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST09529,Indian,Corporate,Medium,55,0.23,Lexus,LX600,Base,2021,V6,Electric,Gray,379645,2022-03-21,Online,8,349273.4,Bank Loan,112090,164,Medium-Moving,0.17,64234,5545,Mixed,2022-11-06,1,3799,52,Under Warranty,19071,1844,356199,2018,106918,8,4.5,1,Automatic,0.9,5709,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST09589,Indian,Individual,High,62,0.35,Lexus,LX600,Platinum,2022,V8,Hybrid,Gray,212955,2024-01-23,Showroom,1,210825.45,Lease,155846,21,Medium-Moving,0.09,95307,1861,City,2024-05-12,5,3922,113,Out of Warranty,5071,1972,443002,2020,159135,20,4.0,1,Automatic,0.65,4317,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST09623,Egyptian,Individual,Low,70,0.43,Mercedes,G-Class,Mid,2024,Inline-4,Hybrid,Silver,401137,2022-04-10,Fleet Sales,8,369046.04,Cash,294598,15,Slow-Moving,0.1,80042,3540,Highway,2022-11-20,8,2222,30,Under Warranty,6307,8231,350447,2024,178128,8,3.6,0,Automatic,0.64,3001,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST09701,Jordanian,Corporate,Low,79,0.45,Lexus,LX600,Base,2022,V6,Diesel,Silver,314656,2022-02-10,Online,0,314656.0,Cash,153273,180,Fast-Moving,0.2,71231,3751,City,2022-10-04,0,1858,77,Under Warranty,1966,14344,460130,2021,39486,25,4.1,0,Automatic,1.03,2715,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST09722,Egyptian,Fleet,High,41,0.25,Lexus,LX600,Premium,2021,Inline-4,Petrol,Blue,185327,2022-09-21,Fleet Sales,6,174207.38,Cash,95963,138,Medium-Moving,0.15,14556,3537,City,2023-05-14,4,1516,12,Under Warranty,10296,5246,115668,2015,107131,6,4.1,1,Manual,0.61,5569,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST09896,Indian,Individual,High,65,0.28,Mercedes,E-Class,Premium,2023,V8,Electric,Black,320227,2022-03-09,Showroom,1,317024.73,Lease,68997,57,Fast-Moving,0.1,117177,4816,Highway,2023-10-31,4,2885,91,Out of Warranty,18213,5801,371919,2024,82582,22,4.5,0,Manual,1.2,2318,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST09939,Jordanian,Fleet,High,91,0.27,Nissan,Patrol,Base,2023,V8,Hybrid,Gray,337212,2024-02-28,Fleet Sales,4,323723.52,Cash,23223,105,Medium-Moving,0.18,23723,579,Mixed,2025-09-04,3,1036,83,Out of Warranty,340,12554,597745,2015,216027,21,4.6,0,Automatic,1.03,1323,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST09989,Pakistani,Fleet,Low,90,0.1,Toyota,Land Cruiser,Platinum,2022,Inline-4,Petrol,Black,293850,2024-06-08,Showroom,7,273280.5,Bank Loan,151879,94,Slow-Moving,0.14,44292,1942,Mixed,2026-05-01,2,2649,22,Under Warranty,4687,8426,524195,2025,246980,29,4.5,0,Automatic,0.97,7812,8,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST00005,Jordanian,Corporate,High,68,0.23,Toyota,Land Cruiser,Base,2023,V6,Hybrid,Black,395844,2023-07-27,Online,7,368134.92,Lease,279854,126,Medium-Moving,0.21,51116,5563,Mixed,2024-02-20,2,3087,92,Out of Warranty,18369,29,463014,2019,278950,13,3.9,0,Automatic,0.76,5803,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST00007,Indian,Fleet,High,86,0.2,Toyota,Land Cruiser,Mid,2021,V8,Hybrid,Blue,268247,2022-12-23,Showroom,1,265564.53,Lease,143850,89,Slow-Moving,0.16,58835,4689,Highway,2023-08-13,2,2910,106,Out of Warranty,5278,10809,343021,2024,209104,36,3.8,1,Manual,0.97,2521,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST00035,Egyptian,Corporate,High,54,0.19,Lexus,LX600,Mid,2021,Inline-4,Diesel,Blue,208268,2023-02-18,Showroom,7,193689.24,Lease,114912,77,Slow-Moving,0.1,114466,4504,City,2025-01-01,3,3557,67,Out of Warranty,20678,7900,270255,2018,236123,13,3.8,0,Automatic,0.86,2396,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST00219,Jordanian,Corporate,High,40,0.12,Mercedes,G-Class,Mid,2023,V6,Hybrid,White,363331,2023-01-11,Fleet Sales,7,337897.83,Lease,262935,26,Medium-Moving,0.17,33972,5254,Mixed,2024-10-08,6,1303,14,Out of Warranty,2477,532,350770,2020,75077,27,4.7,1,Automatic,1.19,1517,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST00249,Jordanian,Individual,Low,60,0.16,Nissan,Patrol,Platinum,2022,Inline-4,Diesel,Gray,448242,2022-11-25,Fleet Sales,1,443759.58,Bank Loan,53174,26,Medium-Moving,0.2,50867,833,Mixed,2024-10-25,8,1465,17,Out of Warranty,6946,5660,528596,2017,205231,12,4.5,0,Automatic,0.84,8855,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST00262,Pakistani,Corporate,Low,58,0.23,Nissan,Altima,Platinum,2021,V6,Diesel,Blue,346708,2024-02-18,Fleet Sales,2,339773.84,Cash,188847,122,Slow-Moving,0.2,95059,3861,Mixed,2025-12-10,3,1703,81,Out of Warranty,7100,7280,242212,2023,47419,7,3.5,0,Manual,0.85,5094,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST00388,Jordanian,Fleet,High,49,0.34,Nissan,Altima,Platinum,2022,Inline-4,Hybrid,Gray,116566,2022-11-04,Online,5,110737.7,Lease,54532,92,Medium-Moving,0.23,27614,4638,Mixed,2023-10-05,2,2031,60,Out of Warranty,9497,6401,214458,2020,69622,5,3.8,0,Automatic,1.27,6678,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST00464,Egyptian,Fleet,High,68,0.18,Nissan,Altima,Mid,2023,V6,Diesel,Black,445544,2022-04-12,Online,4,427722.24,Lease,5957,157,Slow-Moving,0.09,56350,2320,City,2022-06-07,0,2970,28,Under Warranty,12071,13213,305483,2017,257071,36,3.7,0,Automatic,0.77,5630,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST00619,Jordanian,Fleet,High,70,0.33,Toyota,Land Cruiser,Platinum,2022,V6,Electric,White,352422,2023-08-19,Online,6,331276.68,Cash,261799,48,Fast-Moving,0.08,119034,1667,City,2025-01-29,4,3920,62,Out of Warranty,18322,4528,501237,2023,73712,28,4.7,0,Manual,0.66,5732,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST00831,British,Individual,Medium,76,0.3,Nissan,Patrol,Platinum,2023,V8,Electric,Blue,447253,2022-08-04,Fleet Sales,7,415945.29,Lease,274967,119,Fast-Moving,0.13,17876,3120,Highway,2023-12-09,6,1985,51,Under Warranty,22009,13034,531984,2015,292972,41,4.1,0,Automatic,0.99,6091,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST00923,Jordanian,Fleet,Low,57,0.44,Nissan,Patrol,Mid,2024,V6,Electric,Black,152640,2023-05-21,Online,4,146534.4,Cash,113088,112,Fast-Moving,0.09,86622,3269,City,2024-10-29,8,898,63,Under Warranty,12016,14237,417830,2017,169042,18,4.9,0,Automatic,0.98,5056,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST00954,Egyptian,Corporate,Medium,72,0.07,Mercedes,G-Class,Mid,2021,V6,Hybrid,Silver,379553,2023-11-22,Showroom,6,356779.82,Bank Loan,144357,52,Fast-Moving,0.16,60236,718,Mixed,2024-08-22,8,3115,48,Out of Warranty,1101,2902,412151,2021,286831,2,4.7,0,Automatic,1.1,3140,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST01093,British,Individual,High,67,0.43,Lexus,RX350,Platinum,2021,V8,Diesel,Blue,425033,2022-08-24,Fleet Sales,2,416532.34,Bank Loan,313433,27,Fast-Moving,0.2,82815,4888,Mixed,2024-06-24,6,2630,57,Out of Warranty,5873,13628,206235,2020,194423,18,4.3,0,Automatic,1.21,5281,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST01158,Egyptian,Individual,Medium,71,0.39,BMW,X5,Base,2023,V6,Electric,White,199192,2023-08-27,Fleet Sales,8,183256.64,Bank Loan,95838,161,Slow-Moving,0.11,82024,2921,Mixed,2024-12-01,1,1169,64,Under Warranty,19077,5300,133100,2018,146174,3,4.2,0,Automatic,0.88,8898,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST01306,Qatari,Individual,High,88,0.1,BMW,X5,Mid,2024,V6,Hybrid,Blue,282724,2022-02-28,Fleet Sales,4,271415.04,Cash,23105,103,Fast-Moving,0.25,113548,587,Highway,2023-07-22,1,2725,74,Under Warranty,11189,14791,344875,2020,132551,10,3.6,1,Manual,0.79,5311,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST01441,Qatari,Fleet,High,40,0.15,Lexus,RX350,Base,2021,V6,Electric,Gray,293925,2022-06-04,Showroom,7,273350.25,Bank Loan,70436,28,Slow-Moving,0.1,71937,936,Highway,2023-07-11,4,1555,119,Under Warranty,20742,7017,597827,2021,209735,44,4.3,0,Automatic,0.72,7890,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST01609,Egyptian,Corporate,High,47,0.34,Nissan,Altima,Base,2022,V6,Hybrid,White,436987,2023-03-31,Online,6,410767.78,Cash,124016,93,Slow-Moving,0.21,60975,1952,Mixed,2023-06-18,1,2499,61,Under Warranty,7770,14292,394464,2024,128449,6,4.5,1,Manual,1.23,2036,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST01676,Indian,Individual,Medium,86,0.43,Toyota,Corolla,Mid,2023,Inline-4,Petrol,Silver,361391,2023-01-14,Showroom,6,339707.54,Lease,182804,106,Fast-Moving,0.14,66101,2475,City,2024-01-01,1,891,57,Under Warranty,9694,6433,518761,2018,127019,17,4.5,0,Manual,0.96,4184,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST01682,British,Fleet,Medium,100,0.34,Lexus,LX600,Base,2024,Inline-4,Electric,Black,339862,2023-12-26,Online,0,339862.0,Lease,64875,161,Fast-Moving,0.25,26165,2134,City,2024-04-23,1,936,22,Under Warranty,183,11679,385833,2022,145034,3,4.7,0,Automatic,1.13,5151,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST01728,British,Individual,Low,73,0.38,Nissan,Altima,Mid,2022,Inline-4,Petrol,Black,419252,2023-02-02,Online,4,402481.92,Bank Loan,25334,51,Slow-Moving,0.22,72623,4730,Highway,2023-06-30,1,960,66,Out of Warranty,15352,9995,562852,2019,163331,10,3.8,0,Manual,1.22,1254,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST01735,British,Corporate,Medium,70,0.16,Mercedes,G-Class,Base,2024,Inline-4,Diesel,White,397589,2024-02-04,Showroom,2,389637.22,Cash,102229,114,Medium-Moving,0.24,78048,2392,City,2024-04-06,3,3706,106,Under Warranty,2907,2730,434860,2022,294285,30,4.7,0,Automatic,0.8,7546,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST01767,Jordanian,Individual,Medium,40,0.35,BMW,X7,Mid,2021,V6,Hybrid,Black,215809,2024-03-28,Online,7,200702.37,Bank Loan,34362,72,Medium-Moving,0.18,71226,3385,Highway,2024-11-20,7,3738,47,Out of Warranty,15343,2533,237665,2024,83791,39,4.0,0,Automatic,1.13,3376,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST01797,Egyptian,Corporate,Low,42,0.14,BMW,X7,Base,2023,Inline-4,Electric,Black,369395,2022-01-01,Showroom,2,362007.1,Bank Loan,144029,36,Medium-Moving,0.17,25203,1165,Mixed,2022-07-15,0,3339,36,Under Warranty,4340,7902,430565,2025,48769,32,4.1,0,Automatic,1.19,4340,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST01822,British,Corporate,Low,44,0.42,Mercedes,G-Class,Base,2024,Inline-4,Hybrid,Silver,410290,2022-06-12,Showroom,5,389775.5,Cash,299510,132,Slow-Moving,0.13,50013,790,Highway,2023-06-13,8,1439,57,Under Warranty,21047,11926,475327,2016,239222,36,5.0,0,Automatic,1.15,5975,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST01868,Pakistani,Individual,Medium,83,0.09,Toyota,Land Cruiser,Mid,2024,Inline-4,Diesel,White,183795,2024-06-13,Online,8,169091.4,Cash,80542,177,Slow-Moving,0.12,51445,1513,City,2025-02-22,2,1729,49,Out of Warranty,10906,10898,513981,2022,150871,22,4.4,0,Automatic,0.61,1738,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST01923,Egyptian,Fleet,High,61,0.18,Lexus,LX600,Premium,2024,V6,Petrol,Silver,215497,2022-04-06,Showroom,7,200412.21,Cash,22567,107,Slow-Moving,0.2,91165,3993,City,2023-03-12,8,2193,26,Under Warranty,13994,4470,161121,2019,147557,14,4.9,0,Manual,0.96,1024,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST01936,Qatari,Individual,Medium,74,0.16,BMW,X5,Premium,2024,V8,Diesel,Silver,335110,2022-08-11,Fleet Sales,2,328407.8,Bank Loan,237417,39,Slow-Moving,0.17,115029,2373,City,2024-03-07,3,2864,49,Under Warranty,7429,2915,487394,2018,107534,34,4.7,0,Automatic,1.01,8203,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST01953,Pakistani,Corporate,High,79,0.43,BMW,X5,Base,2021,V6,Hybrid,Gray,120921,2022-08-24,Fleet Sales,0,120921.0,Cash,25294,159,Fast-Moving,0.16,60902,5462,City,2024-04-26,0,3012,13,Under Warranty,23688,4962,501738,2022,65552,12,4.8,0,Automatic,0.95,3121,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST02112,Qatari,Individual,Medium,94,0.22,Nissan,Altima,Base,2022,V6,Hybrid,Gray,235875,2024-03-04,Showroom,7,219363.75,Bank Loan,149806,79,Fast-Moving,0.2,106254,2877,City,2024-10-06,8,991,22,Under Warranty,1103,460,570334,2018,329614,11,3.9,1,Automatic,1.24,3917,9,2020,,,,,,,,,,,,,,,,,,,,,,,
CUST02217,Filipino,Fleet,Medium,100,0.43,Toyota,Camry,Base,2023,V8,Petrol,Blue,190743,2022-09-25,Showroom,8,175483.56,Bank Loan,96612,19,Medium-Moving,0.22,98921,4671,City,2024-08-04,1,938,89,Under Warranty,12890,2527,289128,2024,103247,28,4.6,1,Manual,0.71,5445,9,2020,,,,,,,,,,,,,,,,,,,,,,,
