customer_id,nationality,customer_type,income_band,loyalty_score,churn_risk_score,brand,model,trim,model_year,engine_type,fuel_type,color,vehicle_price,sale_date,sale_channel,discount_percentage,final_sale_price,payment_type,loan_amount,stock_days,inventory_status,depreciation_rate,mileage,avg_monthly_km,driving_pattern,last_service_date,service_count_last_12_months,avg_service_cost,next_service_due_days,warranty_status,service_revenue_to_date,parts_revenue_to_date,total_customer_lifetime_value,days_since_purchase,days_since_last_service,vehicle_age_years,is_under_warranty,revenue_per_service,total_revenue,customer_segment,segment_name,will_churn,brand_encoded,customer_type_encoded,income_band_encoded,churn_prediction,churn_probability,predicted_clv,clv_growth_potential,service_overdue,service_due_soon
CUST00962,Filipino,Fleet,High,99,0.3,Mercedes,E-Class,Platinum,2022,Inline-4,Petrol,Blue,155725,2024-03-17,Showroom,5,147938.75,Lease,19865,163,Medium-Moving,0.25,81137,3980,Mixed,2025-06-23,4,3331,40,Out of Warranty,24807,10201,228464,662,199,4,0,4961.4,35008,4,VIP Elite,0,2,1,0,0,0.22478482,348694.0446015149,120230.04460151488,False,False
CUST00963,Jordanian,Fleet,High,63,0.24,Mercedes,G-Class,Premium,2023,V8,Hybrid,Blue,93857,2023-09-22,Fleet Sales,8,86348.44,Bank Loan,4033,51,Medium-Moving,0.18,32287,5854,Mixed,2024-11-20,4,1156,30,Under Warranty,19054,8084,135663,839,414,3,1,3810.8,27138,2,High-Risk Churners,0,2,1,0,0,0.14672333,320173.4971741379,184510.4971741379,False,True
CUST00964,Qatari,Fleet,High,58,0.37,Nissan,Altima,Platinum,2024,V6,Hybrid,Silver,158923,2023-12-25,Online,8,146209.16,Bank Loan,109714,34,Slow-Moving,0.22,29039,1809,Mixed,2024-08-27,2,2049,79,Under Warranty,20906,11713,348198,745,499,2,1,6968.666666666667,32619,0,Budget Conscious,1,3,1,0,0,0.239397,357103.5930226911,8905.593022691086,False,False
CUST00965,Filipino,Corporate,High,78,0.44,Lexus,LX600,Base,2021,Inline-4,Hybrid,Silver,187954,2023-09-04,Fleet Sales,2,184194.92,Bank Loan,130753,115,Fast-Moving,0.16,23791,4241,Mixed,2025-05-18,7,3111,57,Under Warranty,17149,1587,306678,857,235,5,1,2143.625,18736,1,Premium Loyalists,1,1,0,0,0,0.23118949,366873.30837547535,60195.308375475346,False,False
CUST00966,Egyptian,Individual,Low,78,0.26,Lexus,LX600,Platinum,2023,V8,Hybrid,Blue,145984,2023-09-29,Showroom,5,138684.8,Bank Loan,82500,46,Fast-Moving,0.2,73231,1578,City,2025-06-22,1,1023,38,Under Warranty,10194,10621,328256,832,200,3,1,5097.0,20815,4,VIP Elite,0,1,2,1,0,0.25387162,338962.0902853068,10706.090285306796,False,False
CUST00967,Pakistani,Fleet,Medium,59,0.27,Nissan,Patrol,Platinum,2023,Inline-4,Petrol,Gray,425523,2023-11-27,Showroom,0,425523.0,Bank Loan,270796,61,Medium-Moving,0.12,78554,1145,Mixed,2025-10-17,4,2199,27,Under Warranty,205,3523,247452,773,83,3,1,41.0,3728,0,Budget Conscious,0,3,1,2,0,0.09721918,338309.23179736943,90857.23179736943,False,True
CUST00968,Filipino,Corporate,Low,43,0.42,Toyota,Camry,Base,2021,V6,Hybrid,Silver,87351,2024-03-12,Showroom,0,87351.0,Lease,994,17,Fast-Moving,0.22,61075,5555,City,2025-03-30,5,1010,11,Under Warranty,6751,3836,507809,667,284,5,1,1125.1666666666667,10587,1,Premium Loyalists,1,4,0,1,0,0.30115905,296260.87874133966,-211548.12125866034,False,True
CUST00969,British,Corporate,Medium,53,0.4,Mercedes,G-Class,Premium,2021,V8,Hybrid,White,235613,2022-05-10,Online,7,219120.09,Cash,140413,117,Slow-Moving,0.15,27898,5031,Highway,2023-12-12,8,1570,7,Under Warranty,18633,11597,294086,1339,758,5,1,2070.3333333333335,30230,1,Premium Loyalists,1,2,0,2,0,0.306695,364427.0065970615,70341.00659706153,False,True
CUST00970,Indian,Individual,High,53,0.13,Nissan,Altima,Mid,2023,V8,Hybrid,Gray,318254,2022-07-29,Showroom,7,295976.22,Bank Loan,97854,31,Medium-Moving,0.15,97119,2345,Mixed,2022-12-01,7,1577,7,Under Warranty,6143,5893,447438,1259,1134,3,1,767.875,12036,0,Budget Conscious,0,3,2,0,0,0.22931623,320477.8924993264,-126960.10750067362,False,True
CUST00971,Jordanian,Corporate,Medium,43,0.42,BMW,X5,Platinum,2022,Inline-4,Petrol,Gray,311045,2024-05-29,Showroom,2,304824.1,Bank Loan,179390,58,Slow-Moving,0.23,26108,3145,Mixed,2025-02-21,3,1734,52,Out of Warranty,17935,7264,368754,589,321,4,0,4483.75,25199,1,Premium Loyalists,1,0,0,2,0,0.25988376,318070.1035478104,-50683.8964521896,False,False
CUST00972,Egyptian,Corporate,Medium,53,0.22,Mercedes,E-Class,Premium,2023,Inline-4,Hybrid,Black,289648,2022-03-11,Fleet Sales,0,289648.0,Bank Loan,43869,60,Medium-Moving,0.23,29873,5335,Mixed,2023-11-03,3,2633,118,Under Warranty,8275,5697,293664,1399,797,3,1,2068.75,13972,2,High-Risk Churners,0,2,0,2,0,0.29110497,340206.2530044505,46542.253004450526,False,False
CUST00973,Egyptian,Fleet,Low,65,0.09,Mercedes,G-Class,Mid,2023,V6,Petrol,Blue,425214,2023-10-22,Fleet Sales,7,395449.02,Bank Loan,175093,116,Fast-Moving,0.2,57023,950,City,2024-12-04,1,1112,90,Out of Warranty,13430,10839,428762,809,400,3,0,6715.0,24269,0,Budget Conscious,0,2,1,1,0,0.25508633,372035.18308730575,-56726.81691269425,False,False
CUST00974,Jordanian,Individual,Medium,74,0.28,Lexus,RX350,Mid,2023,V8,Petrol,White,103558,2023-04-19,Online,3,100451.26,Lease,33846,138,Fast-Moving,0.22,118508,3163,City,2023-06-19,0,3766,105,Out of Warranty,24732,6682,119206,995,934,3,0,24732.0,31414,2,High-Risk Churners,0,1,2,2,0,0.10155468,268505.7282953857,149299.72829538572,False,False
CUST00975,Egyptian,Corporate,Low,40,0.17,Toyota,Corolla,Base,2021,Inline-4,Hybrid,Blue,178280,2022-09-03,Showroom,5,169366.0,Bank Loan,66908,52,Fast-Moving,0.21,29786,5745,City,2022-10-10,7,3387,63,Out of Warranty,21764,3015,133398,1223,1186,5,0,2720.5,24779,2,High-Risk Churners,0,4,0,1,0,0.34253034,278562.4491296632,145164.44912966317,False,False
CUST00976,Qatari,Corporate,Medium,82,0.42,BMW,X5,Premium,2023,V8,Hybrid,Blue,288432,2023-05-16,Online,8,265357.44,Bank Loan,67656,99,Slow-Moving,0.23,25235,2149,Highway,2024-02-15,4,3367,47,Out of Warranty,21616,4088,94322,968,693,3,0,4323.2,25704,4,VIP Elite,1,0,0,2,1,0.50435287,346962.9286898634,252640.92868986342,False,False
CUST00977,Jordanian,Fleet,Low,54,0.2,Nissan,Patrol,Premium,2023,V8,Petrol,Black,113051,2023-12-19,Fleet Sales,4,108528.96,Bank Loan,22455,177,Fast-Moving,0.22,73932,2939,Highway,2025-05-26,3,2771,104,Out of Warranty,5584,11245,115480,751,227,3,0,1396.0,16829,2,High-Risk Churners,0,3,1,1,0,0.10501901,298264.83825159015,182784.83825159015,False,False
CUST00978,British,Individual,High,55,0.32,Lexus,RX350,Mid,2023,V6,Petrol,Blue,135708,2022-12-10,Showroom,4,130279.68,Bank Loan,22950,136,Slow-Moving,0.14,81827,1097,Mixed,2023-07-27,0,3798,45,Out of Warranty,24975,6390,531339,1125,896,3,0,24975.0,31365,0,Budget Conscious,0,1,2,0,0,0.20409504,386539.03224692214,-144799.96775307786,False,False
CUST00979,Filipino,Fleet,Low,57,0.38,Mercedes,G-Class,Platinum,2021,Inline-4,Hybrid,Gray,262473,2024-01-05,Fleet Sales,0,262473.0,Cash,7614,36,Medium-Moving,0.19,81389,5281,City,2024-08-03,5,3287,18,Under Warranty,138,2395,454569,734,523,5,1,23.0,2533,1,Premium Loyalists,1,2,1,1,0,0.40198553,333616.8314033021,-120952.16859669791,False,True
CUST00980,Qatari,Fleet,Low,73,0.29,Toyota,Land Cruiser,Mid,2022,Inline-4,Petrol,Blue,419690,2023-11-21,Fleet Sales,5,398705.5,Cash,21989,24,Fast-Moving,0.17,30392,4056,City,2025-04-08,7,3006,23,Out of Warranty,9394,3809,426819,779,275,4,0,1174.25,13203,1,Premium Loyalists,0,4,1,1,0,0.2478952,363392.4723335981,-63426.527666401875,False,True
CUST00981,Egyptian,Fleet,High,90,0.27,Lexus,LX600,Premium,2024,V8,Hybrid,Silver,80876,2023-02-09,Online,7,75214.68,Lease,9358,24,Fast-Moving,0.09,82595,1272,Mixed,2024-02-09,6,1576,30,Out of Warranty,16818,387,523098,1064,699,2,0,2402.5714285714284,17205,4,VIP Elite,0,1,1,0,0,0.26011187,432826.69867946254,-90271.30132053746,False,True
CUST00982,Pakistani,Fleet,Medium,73,0.32,Lexus,LX600,Platinum,2021,V6,Petrol,Blue,422860,2023-02-01,Showroom,8,389031.2,Bank Loan,239679,63,Medium-Moving,0.23,105898,3580,City,2024-01-07,1,3558,97,Out of Warranty,4367,10743,144704,1072,732,5,0,2183.5,15110,2,High-Risk Churners,0,1,1,2,0,0.19184522,323663.1216909004,178959.1216909004,False,False
CUST00983,British,Corporate,Medium,89,0.24,Lexus,RX350,Mid,2022,V8,Hybrid,Blue,323440,2022-07-11,Fleet Sales,5,307268.0,Cash,17585,139,Medium-Moving,0.22,87572,1162,City,2022-11-12,8,842,18,Out of Warranty,7736,6149,347384,1277,1153,4,0,859.5555555555555,13885,4,VIP Elite,0,1,0,2,0,0.2556291,313779.3792785486,-33604.620721451414,False,True
CUST00984,Filipino,Fleet,Low,75,0.42,BMW,X5,Premium,2023,Inline-4,Petrol,Blue,242168,2023-05-28,Showroom,1,239746.32,Bank Loan,30142,58,Slow-Moving,0.16,56108,4889,Mixed,2025-03-26,2,2344,103,Out of Warranty,18337,13630,301974,956,288,3,0,6112.333333333333,31967,1,Premium Loyalists,1,0,1,1,0,0.30719104,321583.6789048585,19609.678904858476,False,False
CUST00985,Qatari,Individual,Low,75,0.35,Toyota,Corolla,Mid,2022,V8,Hybrid,Blue,364304,2023-11-04,Online,3,353374.88,Bank Loan,183412,11,Medium-Moving,0.11,34483,2288,Highway,2024-07-27,3,1201,19,Under Warranty,12276,14317,107929,796,530,4,1,3069.0,26593,4,VIP Elite,0,4,2,1,0,0.1968844,338189.6151919078,230260.6151919078,False,True
CUST00986,Filipino,Individual,High,46,0.41,Nissan,Patrol,Platinum,2024,V8,Petrol,Silver,424733,2022-09-03,Fleet Sales,2,416238.34,Lease,262377,55,Slow-Moving,0.15,119101,2089,City,2024-07-15,2,1901,114,Out of Warranty,6441,9947,329057,1223,542,2,0,2147.0,16388,0,Budget Conscious,1,3,2,0,0,0.33293253,352062.85311148356,23005.853111483564,False,False
CUST00987,British,Fleet,High,80,0.32,Lexus,RX350,Premium,2021,V6,Hybrid,Black,151051,2022-09-04,Fleet Sales,7,140477.43,Bank Loan,101625,92,Fast-Moving,0.13,61331,3523,Mixed,2024-04-08,4,884,20,Under Warranty,11713,13803,503031,1222,640,5,1,2342.6,25516,3,Service Champions,0,1,1,0,0,0.3325494,370634.61666059704,-132396.38333940296,False,True
CUST00988,Pakistani,Fleet,Medium,93,0.28,Toyota,Camry,Platinum,2024,Inline-4,Hybrid,Blue,195583,2023-07-03,Fleet Sales,3,189715.51,Cash,124361,24,Medium-Moving,0.14,70844,825,City,2025-03-22,5,1498,52,Out of Warranty,8988,292,111137,920,292,2,0,1498.0,9280,4,VIP Elite,0,4,1,2,0,0.14167197,311615.1908979064,200478.19089790637,False,False
CUST00989,Qatari,Fleet,High,50,0.25,Lexus,LX600,Mid,2022,V8,Hybrid,Gray,349098,2022-02-02,Fleet Sales,6,328152.12,Cash,74566,98,Medium-Moving,0.17,19376,5451,Highway,2022-05-16,4,3381,14,Under Warranty,5204,6490,136712,1436,1333,4,1,1040.8,11694,2,High-Risk Churners,0,1,1,0,0,0.23733284,304361.82398771594,167649.82398771594,False,True
CUST00990,Filipino,Fleet,Medium,63,0.15,Toyota,Land Cruiser,Platinum,2024,V8,Petrol,White,327830,2022-05-16,Fleet Sales,0,327830.0,Bank Loan,32989,38,Medium-Moving,0.11,17839,5649,Mixed,2022-11-01,6,2348,86,Out of Warranty,19459,13245,194916,1333,1164,2,0,2779.8571428571427,32704,2,High-Risk Churners,0,4,1,2,0,0.27997926,282418.1154282609,87502.11542826088,False,False
CUST00991,Egyptian,Individual,High,62,0.35,Mercedes,G-Class,Base,2023,V6,Hybrid,Blue,267725,2022-04-06,Showroom,4,257016.0,Lease,96400,32,Slow-Moving,0.22,64209,592,City,2022-08-19,8,1536,93,Out of Warranty,10719,8540,543300,1373,1238,3,0,1191.0,19259,0,Budget Conscious,0,2,2,0,0,0.14890075,365815.0038540257,-177484.99614597432,False,False
CUST00992,Filipino,Corporate,Medium,88,0.13,Lexus,RX350,Platinum,2021,Inline-4,Petrol,White,386634,2023-07-19,Showroom,4,371168.64,Lease,206190,130,Medium-Moving,0.17,28323,3853,City,2023-10-05,7,1004,92,Out of Warranty,4352,5068,144084,904,826,5,0,544.0,9420,2,High-Risk Churners,0,1,0,2,0,0.23478316,304807.0229317036,160723.0229317036,False,False
CUST00993,Jordanian,Corporate,Low,97,0.27,Nissan,Altima,Base,2024,V8,Petrol,White,298013,2024-01-26,Online,7,277152.09,Lease,212937,75,Fast-Moving,0.18,85410,4853,City,2024-11-21,1,2760,47,Under Warranty,11970,3413,341532,713,413,2,1,5985.0,15383,2,High-Risk Churners,0,3,0,1,0,0.13749595,330042.5163132076,-11489.483686792373,False,False
CUST00994,Filipino,Fleet,High,52,0.17,BMW,X5,Mid,2022,Inline-4,Hybrid,Gray,350783,2023-10-08,Showroom,7,326228.19,Cash,124078,80,Medium-Moving,0.19,87826,5036,Highway,2025-08-18,7,1754,6,Under Warranty,16275,3659,166594,823,143,4,1,2034.375,19934,2,High-Risk Churners,0,0,1,0,0,0.31325904,358376.0300794393,191782.03007943928,False,True
CUST00995,British,Individual,Low,88,0.44,Nissan,Altima,Premium,2024,V8,Petrol,Silver,248275,2024-04-23,Showroom,6,233378.5,Cash,67060,120,Fast-Moving,0.15,58090,3138,Highway,2024-08-16,7,1859,90,Under Warranty,21495,377,272606,625,510,2,1,2686.875,21872,4,VIP Elite,1,3,2,1,0,0.25928447,352497.8532965541,79891.85329655412,False,False
CUST00996,Jordanian,Corporate,High,70,0.15,Nissan,Altima,Premium,2024,V8,Hybrid,Blue,357458,2022-01-26,Fleet Sales,2,350308.84,Bank Loan,242418,28,Fast-Moving,0.2,8217,701,Mixed,2022-05-11,1,3921,6,Out of Warranty,14235,14875,395724,1443,1338,2,0,7117.5,29110,0,Budget Conscious,0,3,0,0,0,0.19671033,372753.7179000442,-22970.282099955773,False,True
CUST00997,Filipino,Fleet,High,83,0.27,Mercedes,G-Class,Premium,2024,V8,Petrol,Blue,351265,2023-09-06,Fleet Sales,4,337214.4,Cash,137057,136,Fast-Moving,0.19,84444,5813,Highway,2024-04-04,4,2222,53,Out of Warranty,2949,2651,202659,855,644,2,0,589.8,5600,2,High-Risk Churners,0,2,1,0,0,0.18379463,353074.02611808944,150415.02611808944,False,False
CUST00998,Filipino,Individual,Medium,63,0.2,BMW,X5,Platinum,2022,V6,Hybrid,White,443537,2023-05-07,Online,5,421360.15,Bank Loan,67093,117,Slow-Moving,0.18,28247,2400,Mixed,2025-02-22,5,3567,105,Out of Warranty,17774,4055,360542,977,320,4,0,2962.3333333333335,21829,0,Budget Conscious,0,0,2,2,0,0.24880347,341702.1187263594,-18839.88127364061,False,False
CUST00999,Pakistani,Corporate,High,60,0.39,Nissan,Altima,Premium,2024,Inline-4,Hybrid,Silver,379267,2024-01-06,Fleet Sales,6,356510.98,Bank Loan,48476,26,Fast-Moving,0.18,41174,4693,Mixed,2025-07-08,2,2898,70,Under Warranty,7345,13808,273629,733,184,2,1,2448.3333333333335,21153,1,Premium Loyalists,1,3,0,0,0,0.29445648,366971.3099739628,93342.30997396278,False,False
CUST01000,Indian,Individual,Medium,79,0.08,Mercedes,G-Class,Mid,2023,V6,Petrol,Gray,157836,2022-12-30,Online,8,145209.12,Bank Loan,112862,145,Slow-Moving,0.09,35327,3526,City,2024-09-06,5,1290,16,Out of Warranty,8747,3617,438577,1105,489,3,0,1457.8333333333333,12364,3,Service Champions,0,2,2,2,0,0.24246895,346074.7435057277,-92502.25649427233,False,True
CUST01001,Jordanian,Fleet,High,76,0.36,Lexus,LX600,Mid,2021,Inline-4,Hybrid,White,210776,2023-06-23,Online,7,196021.68,Cash,55376,28,Fast-Moving,0.23,24179,5173,City,2023-10-07,8,1581,104,Under Warranty,14343,13180,543809,930,824,5,1,1593.6666666666667,27523,1,Premium Loyalists,1,1,1,0,0,0.27569202,383675.0094819147,-160133.9905180853,False,False
CUST01002,Egyptian,Individual,Low,82,0.17,Nissan,Patrol,Mid,2023,V8,Hybrid,Black,209467,2023-07-28,Fleet Sales,6,196898.98,Lease,89391,53,Medium-Moving,0.2,69558,4506,Highway,2023-12-28,8,3618,52,Under Warranty,13234,603,588155,895,742,3,1,1470.4444444444443,13837,3,Service Champions,0,3,2,1,0,0.1799224,384449.1784266956,-203705.82157330442,False,False
CUST01003,Indian,Individual,Low,78,0.41,Mercedes,G-Class,Platinum,2024,V6,Petrol,Gray,326439,2022-06-13,Fleet Sales,3,316645.83,Lease,207137,10,Fast-Moving,0.11,79003,1336,City,2023-10-17,6,2842,33,Out of Warranty,22502,9981,109422,1305,814,2,0,3214.5714285714284,32483,4,VIP Elite,1,2,2,1,0,0.3392699,332287.22943016206,222865.22943016206,False,False
CUST01004,Egyptian,Fleet,Low,52,0.1,Nissan,Patrol,Premium,2022,Inline-4,Petrol,Silver,387545,2023-09-07,Showroom,3,375918.65,Cash,12057,90,Medium-Moving,0.14,104027,5141,Mixed,2025-02-07,3,1003,117,Under Warranty,18856,8576,470423,854,335,4,1,4714.0,27432,3,Service Champions,0,3,1,1,0,0.19769919,417752.5168770982,-52670.48312290182,False,False
CUST01005,British,Individual,Medium,66,0.44,Mercedes,G-Class,Base,2021,V8,Petrol,Blue,140466,2023-05-25,Online,4,134847.36,Bank Loan,107137,134,Fast-Moving,0.11,78754,4881,Highway,2025-04-09,3,2739,12,Under Warranty,22211,5247,343654,959,274,5,1,5552.75,27458,1,Premium Loyalists,1,2,2,2,0,0.2909289,314448.62811186805,-29205.37188813195,False,True
CUST01006,Filipino,Fleet,Low,64,0.41,Lexus,LX600,Premium,2024,V8,Hybrid,White,320618,2022-07-20,Online,8,294968.56,Bank Loan,124690,69,Fast-Moving,0.15,95890,5736,Highway,2023-05-18,2,1705,16,Under Warranty,12442,14649,249798,1268,966,2,1,4147.333333333333,27091,1,Premium Loyalists,1,1,1,1,0,0.28277108,307592.91114908946,57794.91114908946,False,True
CUST01007,Qatari,Individual,Medium,95,0.1,BMW,X7,Mid,2021,V8,Petrol,White,177971,2024-02-25,Online,6,167292.74,Lease,102625,72,Slow-Moving,0.2,6882,1283,Mixed,2025-02-22,6,1218,105,Out of Warranty,7285,10062,219391,683,320,5,0,1040.7142857142858,17347,3,Service Champions,0,0,2,2,0,0.20673275,316697.5617826568,97306.56178265682,False,False
CUST01008,British,Fleet,Low,54,0.3,BMW,X5,Premium,2024,V6,Petrol,White,112695,2024-06-18,Fleet Sales,1,111568.05,Lease,39334,41,Slow-Moving,0.1,118347,5648,City,2025-07-26,1,2662,101,Under Warranty,395,7312,109382,569,166,2,1,197.5,7707,2,High-Risk Churners,0,0,1,1,0,0.13048229,260030.8252460339,150648.8252460339,False,False
CUST01009,Qatari,Individual,High,59,0.28,Lexus,LX600,Base,2021,V8,Hybrid,Silver,449366,2022-01-10,Online,8,413416.72,Cash,59903,160,Fast-Moving,0.25,77251,2217,City,2022-09-22,0,2205,71,Under Warranty,7654,6928,97275,1459,1204,5,1,7654.0,14582,0,Budget Conscious,0,1,2,0,0,0.099129304,290318.93154779356,193043.93154779356,False,False
CUST01010,British,Fleet,Low,44,0.1,Toyota,Land Cruiser,Platinum,2024,V8,Petrol,White,410222,2023-06-02,Showroom,7,381506.46,Lease,3511,101,Medium-Moving,0.21,73673,1903,Mixed,2024-08-04,6,3506,63,Under Warranty,3833,10883,283153,951,522,2,1,547.5714285714286,14716,0,Budget Conscious,0,4,1,1,0,0.2553756,336258.61827260547,53105.61827260547,False,False
CUST01011,Indian,Fleet,High,46,0.29,Mercedes,G-Class,Mid,2021,V8,Petrol,Silver,106462,2023-03-30,Fleet Sales,1,105397.38,Bank Loan,49951,54,Slow-Moving,0.13,91106,5166,Highway,2023-08-12,7,2581,103,Under Warranty,15087,8270,159624,1015,880,5,1,1885.875,23357,1,Premium Loyalists,0,2,1,0,0,0.20267716,368115.130914451,208491.13091445097,False,False
CUST01012,Qatari,Fleet,Low,83,0.38,Nissan,Altima,Platinum,2021,V8,Petrol,Blue,366595,2024-04-21,Fleet Sales,4,351931.2,Lease,242531,94,Slow-Moving,0.09,105996,4414,Mixed,2025-02-10,4,2523,112,Out of Warranty,14251,4196,412952,627,332,5,0,2850.2,18447,1,Premium Loyalists,1,3,1,1,0,0.2985354,362158.9494137944,-50793.050586205616,False,False
CUST01013,British,Individual,Low,97,0.3,Lexus,LX600,Platinum,2023,Inline-4,Hybrid,Blue,394180,2023-05-29,Fleet Sales,7,366587.4,Lease,192840,87,Medium-Moving,0.24,55179,5132,Highway,2024-06-15,6,1631,48,Under Warranty,10353,14211,448613,955,572,3,1,1479.0,24564,3,Service Champions,0,1,2,1,0,0.22952606,395884.92951488815,-52728.07048511185,False,False
CUST01014,Jordanian,Fleet,Low,50,0.12,Toyota,Camry,Mid,2021,V6,Hybrid,Gray,378488,2023-04-10,Fleet Sales,8,348208.96,Bank Loan,183019,159,Slow-Moving,0.09,73503,3696,City,2023-09-22,6,2832,31,Out of Warranty,2441,9825,564473,1004,839,5,0,348.7142857142857,12266,3,Service Champions,0,4,1,1,0,0.24790171,363499.32191090786,-200973.67808909214,False,False
CUST01015,Egyptian,Fleet,Low,81,0.34,Nissan,Altima,Mid,2023,V8,Hybrid,White,368624,2022-01-22,Showroom,2,361251.52,Bank Loan,275379,128,Fast-Moving,0.13,114834,4119,City,2022-08-03,7,1377,24,Out of Warranty,18553,11233,438278,1447,1254,3,0,2319.125,29786,1,Premium Loyalists,0,3,1,1,0,0.1486652,321945.66436053196,-116332.33563946804,False,True
CUST01016,Filipino,Individual,High,67,0.13,Lexus,RX350,Platinum,2024,V8,Petrol,Silver,253592,2023-07-13,Fleet Sales,4,243448.32,Bank Loan,191513,10,Fast-Moving,0.19,9877,4216,City,2025-04-08,7,2236,98,Out of Warranty,18411,2292,91618,910,275,2,0,2301.375,20703,2,High-Risk Churners,0,1,2,0,0,0.06603357,331151.990451765,239533.990451765,False,False
CUST01017,Filipino,Fleet,High,63,0.18,Nissan,Patrol,Platinum,2023,V8,Petrol,Blue,189473,2022-02-26,Online,6,178104.62,Bank Loan,24976,28,Slow-Moving,0.2,11703,2561,City,2022-08-05,7,3957,22,Under Warranty,6889,8708,258686,1412,1252,3,1,861.125,15597,0,Budget Conscious,0,3,1,0,0,0.16235285,321852.9165796151,63166.91657961509,False,True
CUST01018,Indian,Corporate,High,65,0.27,BMW,X5,Platinum,2022,Inline-4,Petrol,Gray,410285,2023-01-27,Fleet Sales,8,377462.2,Cash,20983,49,Slow-Moving,0.25,75332,646,Highway,2024-06-02,6,852,91,Out of Warranty,17704,10105,571245,1077,585,4,0,2529.1428571428573,27809,0,Budget Conscious,0,0,0,0,0,0.18559049,354719.9683763893,-216525.0316236107,False,False
CUST01019,Indian,Corporate,Medium,65,0.24,BMW,X7,Base,2021,V8,Hybrid,White,366304,2022-12-25,Online,3,355314.88,Cash,274754,126,Slow-Moving,0.23,42111,869,Highway,2023-06-24,5,3647,111,Under Warranty,2028,8368,136521,1110,929,5,1,338.0,10396,0,Budget Conscious,0,0,0,2,0,0.22676376,311963.260589118,175442.260589118,False,False
CUST01020,British,Individual,Low,89,0.17,Lexus,RX350,Mid,2024,V6,Hybrid,Silver,232909,2022-10-17,Showroom,3,225921.73,Bank Loan,66105,99,Medium-Moving,0.14,9299,2550,City,2024-08-12,2,3577,100,Under Warranty,10031,7537,252813,1179,514,2,1,3343.6666666666665,17568,2,High-Risk Churners,0,1,2,1,0,0.34315327,345631.8764964082,92818.8764964082,False,False
CUST01021,Egyptian,Corporate,High,93,0.26,BMW,X5,Platinum,2023,Inline-4,Hybrid,Black,156886,2023-10-28,Showroom,8,144335.12,Bank Loan,64280,179,Slow-Moving,0.12,85355,5857,Highway,2023-12-22,2,1366,21,Out of Warranty,11476,14525,266084,803,748,3,0,3825.3333333333335,26001,2,High-Risk Churners,0,0,0,0,0,0.17334327,369990.08408700454,103906.08408700454,False,True
CUST01022,Filipino,Corporate,Medium,47,0.06,Toyota,Land Cruiser,Platinum,2021,Inline-4,Petrol,Silver,285760,2022-03-22,Fleet Sales,0,285760.0,Bank Loan,7918,168,Slow-Moving,0.1,76871,5241,Highway,2023-06-28,1,1829,41,Out of Warranty,16496,1075,502268,1388,925,5,0,8248.0,17571,3,Service Champions,0,4,0,2,0,0.4202931,370460.06444490433,-131807.93555509567,False,False
CUST01023,Jordanian,Corporate,High,54,0.16,Lexus,LX600,Platinum,2024,V8,Petrol,White,91991,2022-11-10,Fleet Sales,2,90151.18,Lease,30777,14,Fast-Moving,0.21,19751,2864,Highway,2024-01-17,1,2943,54,Out of Warranty,689,5326,251152,1155,722,2,0,344.5,6015,0,Budget Conscious,0,1,0,0,0,0.15147759,344362.4466155089,93210.44661550887,False,False
CUST01024,Filipino,Corporate,High,46,0.15,Mercedes,E-Class,Premium,2024,V8,Petrol,Gray,311844,2022-06-06,Online,3,302488.68,Cash,88618,101,Slow-Moving,0.16,116275,3101,Highway,2023-07-24,1,2570,26,Out of Warranty,14937,365,288846,1312,899,2,0,7468.5,15302,0,Budget Conscious,0,2,0,0,0,0.19062136,358976.69670056785,70130.69670056785,False,True
CUST01025,Indian,Fleet,Medium,40,0.23,Nissan,Altima,Base,2024,V6,Hybrid,Silver,239975,2022-06-12,Showroom,1,237575.25,Bank Loan,74037,171,Medium-Moving,0.22,68966,819,Highway,2023-09-30,2,3787,5,Under Warranty,1641,1875,183650,1306,831,2,1,547.0,3516,0,Budget Conscious,0,3,1,2,0,0.27996972,316935.654161076,133285.654161076,False,True
CUST01026,Jordanian,Fleet,Low,80,0.09,Toyota,Corolla,Premium,2021,Inline-4,Hybrid,Blue,133106,2022-07-20,Online,7,123788.58,Cash,71564,151,Medium-Moving,0.12,89547,5580,Highway,2023-02-21,0,2427,85,Out of Warranty,15299,2144,267355,1268,1052,5,0,15299.0,17443,2,High-Risk Churners,0,4,1,1,0,0.19844717,301600.2930407244,34245.29304072441,False,False
CUST01027,Filipino,Corporate,Medium,80,0.27,Lexus,LX600,Mid,2023,V6,Petrol,White,389085,2023-04-07,Showroom,5,369630.75,Bank Loan,187263,150,Slow-Moving,0.11,116490,1573,City,2024-08-18,8,2587,68,Under Warranty,1384,3597,171395,1007,508,3,1,153.77777777777777,4981,4,VIP Elite,0,1,0,2,0,0.22371607,369506.6525171646,198111.6525171646,False,False
CUST01028,Jordanian,Corporate,High,87,0.39,Toyota,Corolla,Premium,2023,Inline-4,Petrol,White,404627,2022-12-31,Fleet Sales,1,400580.73,Cash,69432,91,Fast-Moving,0.14,23459,2891,City,2024-08-27,2,1010,44,Out of Warranty,6894,9947,346542,1104,499,3,0,2298.0,16841,4,VIP Elite,1,4,0,0,0,0.34615448,380417.9547355325,33875.95473553252,False,False
